       sales,               date,region
1605,11/24/2018,south
1683,11/24/2018,east
1518,11/24/2018,west
1665,11/25/2018,north
1671,11/25/2018,south
1704,11/25/2018,east
1731,11/25/2018,west
1653,11/26/2018,north
1542,11/26/2018,south
1659,11/26/2018,east
1650,11/26/2018,west
1773,11/27/2018,north
1647,11/27/2018,south
1725,11/27/2018,east
1644,11/27/2018,west
1767,11/28/2018,north
1728,11/28/2018,south
1719,11/28/2018,east
1677,11/28/2018,west
1686,11/29/2018,north
1527,11/29/2018,south
1689,11/29/2018,east
1686,11/29/2018,west
1641,11/30/2018,north
1665,11/30/2018,south
1755,11/30/2018,east
1551,11/30/2018,west
1665,12/1/2018,north
1527,12/1/2018,south
1536,12/1/2018,east
1656,12/1/2018,west
1563,12/2/2018,north
1554,12/2/2018,south
1602,12/2/2018,east
1737,12/2/2018,west
1506,12/3/2018,north
1755,12/3/2018,south
1572,12/3/2018,east
1608,12/3/2018,west
1722,12/4/2018,north
1788,12/4/2018,south
1788,12/4/2018,east
1587,12/4/2018,west
1677,12/5/2018,north
1725,12/5/2018,south
1731,12/5/2018,east
1518,12/5/2018,west
1737,12/6/2018,north
1797,12/6/2018,south
1662,12/6/2018,east
1662,12/6/2018,west
1716,12/7/2018,north
1596,12/7/2018,south
1653,12/7/2018,east
1635,12/7/2018,west
1782,12/8/2018,north
1773,12/8/2018,south
1755,12/8/2018,east
1719,12/8/2018,west
1737,12/9/2018,north
1548,12/9/2018,south
1665,12/9/2018,east
1659,12/9/2018,west
1659,12/10/2018,north
1575,12/10/2018,south
1509,12/10/2018,east
1767,12/10/2018,west
1509,12/11/2018,north
1527,12/11/2018,south
1575,12/11/2018,east
1620,12/11/2018,west
1623,12/12/2018,north
1623,12/12/2018,south
1773,12/12/2018,east
1743,12/12/2018,west
1719,12/13/2018,north
1782,12/13/2018,south
1713,12/13/2018,east
1593,12/13/2018,west
1716,12/14/2018,north
1686,12/14/2018,south
1569,12/14/2018,east
1704,12/14/2018,west
1554,12/15/2018,north
1545,12/15/2018,south
1587,12/15/2018,east
1800,12/15/2018,west
1635,12/16/2018,north
1620,12/16/2018,south
1800,12/16/2018,east
1641,12/16/2018,west
1635,12/17/2018,north
1527,12/17/2018,south
1626,12/17/2018,east
1716,12/17/2018,west
1755,12/18/2018,north
1755,12/18/2018,south
1605,12/18/2018,east
1779,12/18/2018,west
1566,12/19/2018,north
1566,12/19/2018,south
1797,12/19/2018,east
1770,12/19/2018,west
1731,12/20/2018,north
1551,12/20/2018,south
1767,12/20/2018,east
1626,12/20/2018,west
1659,12/21/2018,north
1710,12/21/2018,south
1542,12/21/2018,east
1569,12/21/2018,west
1776,12/22/2018,north
1578,12/22/2018,south
1668,12/22/2018,east
1527,12/22/2018,west
1770,12/23/2018,north
1623,12/23/2018,south
1710,12/23/2018,east
1731,12/23/2018,west
1740,12/24/2018,north
1632,12/24/2018,south
1719,12/24/2018,east
1500,12/24/2018,west
1512,12/25/2018,north
1605,12/25/2018,south
1623,12/25/2018,east
1533,12/25/2018,west
1683,12/26/2018,north
1734,12/26/2018,south
1545,12/26/2018,east
1587,12/26/2018,west
1578,12/27/2018,north
1650,12/27/2018,south
1632,12/27/2018,east
1713,12/27/2018,west
1650,12/28/2018,north
1794,12/28/2018,south
1764,12/28/2018,east
1797,12/28/2018,west
1626,12/29/2018,north
1794,12/29/2018,south
1695,12/29/2018,east
1740,12/29/2018,west
1758,12/30/2018,north
1785,12/30/2018,south
1599,12/30/2018,east
1689,12/30/2018,west
1527,12/31/2018,north
1710,12/31/2018,south
1590,12/31/2018,east
1653,12/31/2018,west
1518,1/1/2019,north
1632,1/1/2019,south
1755,1/1/2019,east
1551,1/1/2019,west
1767,1/2/2019,north
1605,1/2/2019,south
1692,1/2/2019,east
1794,1/2/2019,west
1695,1/3/2019,north
1737,1/3/2019,south
1575,1/3/2019,east
1509,1/3/2019,west
1590,1/4/2019,north
1500,1/4/2019,south
1590,1/4/2019,east
1638,1/4/2019,west
1761,1/5/2019,north
1590,1/5/2019,south
1725,1/5/2019,east
1551,1/5/2019,west
1644,1/6/2019,north
1779,1/6/2019,south
1794,1/6/2019,east
1638,1/6/2019,west
1644,1/7/2019,north
1647,1/7/2019,south
1692,1/7/2019,east
1623,1/7/2019,west
1722,1/8/2019,north
1551,1/8/2019,south
1731,1/8/2019,east
1701,1/8/2019,west
1500,1/9/2019,north
1764,1/9/2019,south
1764,1/9/2019,east
1635,1/9/2019,west
1767,1/10/2019,north
1551,1/10/2019,south
1512,1/10/2019,east
1686,1/10/2019,west
1662,1/11/2019,north
1512,1/11/2019,south
1608,1/11/2019,east
1611,1/11/2019,west
1566,1/12/2019,north
1773,1/12/2019,south
1707,1/12/2019,east
1752,1/12/2019,west
1551,1/13/2019,north
1503,1/13/2019,south
1536,1/13/2019,east
1728,1/13/2019,west
1692,1/14/2019,north
1521,1/14/2019,south
1698,1/14/2019,east
1791,1/14/2019,west
1605,1/15/2019,north
1761,1/15/2019,south
1617,1/15/2019,east
1503,1/15/2019,west
1548,1/16/2019,north
1734,1/16/2019,south
1506,1/16/2019,east
1533,1/16/2019,west
1590,1/17/2019,north
1707,1/17/2019,south
1509,1/17/2019,east
1653,1/17/2019,west
1572,1/18/2019,north
1563,1/18/2019,south
1635,1/18/2019,east
1734,1/18/2019,west
1587,1/19/2019,north
1506,1/19/2019,south
1689,1/19/2019,east
1701,1/19/2019,west
1707,1/20/2019,north
1557,1/20/2019,south
1722,1/20/2019,east
1629,1/20/2019,west
1611,1/21/2019,north
1515,1/21/2019,south
1614,1/21/2019,east
1593,1/21/2019,west
1719,1/22/2019,north
1506,1/22/2019,south
1794,1/22/2019,east
1731,1/22/2019,west
1662,1/23/2019,north
1728,1/23/2019,south
1563,1/23/2019,east
1662,1/23/2019,west
1647,1/24/2019,north
1638,1/24/2019,south
1557,1/24/2019,east
1518,1/24/2019,west
1560,1/25/2019,north
1656,1/25/2019,south
1707,1/25/2019,east
1767,1/25/2019,west
1671,1/26/2019,north
1686,1/26/2019,south
1653,1/26/2019,east
1647,1/26/2019,west
1524,1/27/2019,north
1503,1/27/2019,south
1533,1/27/2019,east
1785,1/27/2019,west
1731,1/28/2019,north
1782,1/28/2019,south
1560,1/28/2019,east
1782,1/28/2019,west
1500,1/29/2019,north
1728,1/29/2019,south
1605,1/29/2019,east
1614,1/29/2019,west
1782,1/30/2019,north
1638,1/30/2019,south
1797,1/30/2019,east
1641,1/30/2019,west
1650,1/31/2019,north
1536,1/31/2019,south
1599,1/31/2019,east
1740,1/31/2019,west
1749,2/1/2019,north
1581,2/1/2019,south
1662,2/1/2019,east
1509,2/1/2019,west
1596,2/2/2019,north
1638,2/2/2019,south
1746,2/2/2019,east
1611,2/2/2019,west
1602,2/3/2019,north
1722,2/3/2019,south
1734,2/3/2019,east
1749,2/3/2019,west
1548,2/4/2019,north
1647,2/4/2019,south
1560,2/4/2019,east
1542,2/4/2019,west
1617,2/5/2019,north
1659,2/5/2019,south
1674,2/5/2019,east
1524,2/5/2019,west
1551,2/6/2019,north
1722,2/6/2019,south
1563,2/6/2019,east
1692,2/6/2019,west
1734,2/7/2019,north
1584,2/7/2019,south
1662,2/7/2019,east
1545,2/7/2019,west
1662,2/8/2019,north
1614,2/8/2019,south
1719,2/8/2019,east
1788,2/8/2019,west
1779,2/9/2019,north
1665,2/9/2019,south
1605,2/9/2019,east
1641,2/9/2019,west
1725,2/10/2019,north
1611,2/10/2019,south
1560,2/10/2019,east
1575,2/10/2019,west
1563,2/11/2019,north
1773,2/11/2019,south
1536,2/11/2019,east
1551,2/11/2019,west
1572,2/12/2019,north
1608,2/12/2019,south
1752,2/12/2019,east
1734,2/12/2019,west
1686,2/13/2019,north
1782,2/13/2019,south
1500,2/13/2019,east
1731,2/13/2019,west
1725,2/14/2019,north
1578,2/14/2019,south
1560,2/14/2019,east
1644,2/14/2019,west
1566,2/15/2019,north
1584,2/15/2019,south
1695,2/15/2019,east
1734,2/15/2019,west
1794,2/16/2019,north
1731,2/16/2019,south
1674,2/16/2019,east
1599,2/16/2019,west
1512,2/17/2019,north
1653,2/17/2019,south
1722,2/17/2019,east
1641,2/17/2019,west
1695,2/18/2019,north
1749,2/18/2019,south
1728,2/18/2019,east
1764,2/18/2019,west
1716,2/19/2019,north
1599,2/19/2019,south
1596,2/19/2019,east
1644,2/19/2019,west
1740,2/20/2019,north
1641,2/20/2019,south
1566,2/20/2019,east
1656,2/20/2019,west
1599,2/21/2019,north
1725,2/21/2019,south
1731,2/21/2019,east
1719,2/21/2019,west
1770,2/22/2019,north
1794,2/22/2019,south
1725,2/22/2019,east
1713,2/22/2019,west
1599,2/23/2019,north
1743,2/23/2019,south
1518,2/23/2019,east
1614,2/23/2019,west
1692,2/24/2019,north
1755,2/24/2019,south
1653,2/24/2019,east
1524,2/24/2019,west
1635,2/25/2019,north
1734,2/25/2019,south
1713,2/25/2019,east
1578,2/25/2019,west
1566,2/26/2019,north
1653,2/26/2019,south
1506,2/26/2019,east
1656,2/26/2019,west
1593,2/27/2019,north
1545,2/27/2019,south
1734,2/27/2019,east
1635,2/27/2019,west
1710,2/28/2019,north
1569,2/28/2019,south
1731,2/28/2019,east
1599,2/28/2019,west
1593,3/1/2019,north
1707,3/1/2019,south
1638,3/1/2019,east
1539,3/1/2019,west
1782,3/2/2019,north
1794,3/2/2019,south
1608,3/2/2019,east
1689,3/2/2019,west
1698,3/3/2019,north
1518,3/3/2019,south
1593,3/3/2019,east
1611,3/3/2019,west
1587,3/4/2019,north
1686,3/4/2019,south
1518,3/4/2019,east
1632,3/4/2019,west
1566,3/5/2019,north
1569,3/5/2019,south
1743,3/5/2019,east
1557,3/5/2019,west
1746,3/6/2019,north
1662,3/6/2019,south
1674,3/6/2019,east
1608,3/6/2019,west
1551,3/7/2019,north
1581,3/7/2019,south
1560,3/7/2019,east
1674,3/7/2019,west
1521,3/8/2019,north
1782,3/8/2019,south
1617,3/8/2019,east
1797,3/8/2019,west
1533,3/9/2019,north
1749,3/9/2019,south
1656,3/9/2019,east
1644,3/9/2019,west
1545,3/10/2019,north
1776,3/10/2019,south
1650,3/10/2019,east
1737,3/10/2019,west
1659,3/11/2019,north
1722,3/11/2019,south
1689,3/11/2019,east
1692,3/11/2019,west
1518,3/12/2019,north
1581,3/12/2019,south
1626,3/12/2019,east
1668,3/12/2019,west
1524,3/13/2019,north
1797,3/13/2019,south
1542,3/13/2019,east
1653,3/13/2019,west
1677,3/14/2019,north
1524,3/14/2019,south
1692,3/14/2019,east
1704,3/14/2019,west
1647,3/15/2019,north
1671,3/15/2019,south
1563,3/15/2019,east
1650,3/15/2019,west
1563,3/16/2019,north
1680,3/16/2019,south
1728,3/16/2019,east
1680,3/16/2019,west
1683,3/17/2019,north
1638,3/17/2019,south
1545,3/17/2019,east
1671,3/17/2019,west
1701,3/18/2019,north
1515,3/18/2019,south
1764,3/18/2019,east
1668,3/18/2019,west
1677,3/19/2019,north
1752,3/19/2019,south
1635,3/19/2019,east
1605,3/19/2019,west
1635,3/20/2019,north
1596,3/20/2019,south
1608,3/20/2019,east
1779,3/20/2019,west
1776,3/21/2019,north
1635,3/21/2019,south
1791,3/21/2019,east
1779,3/21/2019,west
1746,3/22/2019,north
1545,3/22/2019,south
1767,3/22/2019,east
1731,3/22/2019,west
1734,3/23/2019,north
1509,3/23/2019,south
1686,3/23/2019,east
1797,3/23/2019,west
1566,3/24/2019,north
1557,3/24/2019,south
1797,3/24/2019,east
1755,3/24/2019,west
1650,3/25/2019,north
1500,3/25/2019,south
1554,3/25/2019,east
1734,3/25/2019,west
1701,3/26/2019,north
1782,3/26/2019,south
1797,3/26/2019,east
1557,3/26/2019,west
1668,3/27/2019,north
1575,3/27/2019,south
1608,3/27/2019,east
1527,3/27/2019,west
1518,3/28/2019,north
1509,3/28/2019,south
1767,3/28/2019,east
1557,3/28/2019,west
1605,3/29/2019,north
1686,3/29/2019,south
1656,3/29/2019,east
1653,3/29/2019,west
1722,3/30/2019,north
1593,3/30/2019,south
1557,3/30/2019,east
1710,3/30/2019,west
1785,3/31/2019,north
1710,3/31/2019,south
1653,3/31/2019,east
1572,3/31/2019,west
1512,4/1/2019,north
1794,4/1/2019,south
1569,4/1/2019,east
1608,4/1/2019,west
1623,4/2/2019,north
1791,4/2/2019,south
1785,4/2/2019,east
1629,4/2/2019,west
1539,4/3/2019,north
1626,4/3/2019,south
1695,4/3/2019,east
1518,4/3/2019,west
1530,4/4/2019,north
1683,4/4/2019,south
1662,4/4/2019,east
1632,4/4/2019,west
1614,4/5/2019,north
1605,4/5/2019,south
1662,4/5/2019,east
1713,4/5/2019,west
1749,4/6/2019,north
1713,4/6/2019,south
1716,4/6/2019,east
1557,4/6/2019,west
1605,4/7/2019,north
1635,4/7/2019,south
1518,4/7/2019,east
1632,4/7/2019,west
1713,4/8/2019,north
1779,4/8/2019,south
1743,4/8/2019,east
1575,4/8/2019,west
1728,4/9/2019,north
1719,4/9/2019,south
1755,4/9/2019,east
1617,4/9/2019,west
1542,4/10/2019,north
1626,4/10/2019,south
1509,4/10/2019,east
1638,4/10/2019,west
1581,4/11/2019,north
1680,4/11/2019,south
1569,4/11/2019,east
1635,4/11/2019,west
1539,4/12/2019,north
1587,4/12/2019,south
1593,4/12/2019,east
1581,4/12/2019,west
1515,4/13/2019,north
1611,4/13/2019,south
1644,4/13/2019,east
1794,4/13/2019,west
1500,4/14/2019,north
1737,4/14/2019,south
1722,4/14/2019,east
1764,4/14/2019,west
1530,4/15/2019,north
1602,4/15/2019,south
1524,4/15/2019,east
1770,4/15/2019,west
1596,4/16/2019,north
1668,4/16/2019,south
1584,4/16/2019,east
1713,4/16/2019,west
1569,4/17/2019,north
1686,4/17/2019,south
1647,4/17/2019,east
1509,4/17/2019,west
1590,4/18/2019,north
1650,4/18/2019,south
1557,4/18/2019,east
1575,4/18/2019,west
1773,4/19/2019,north
1629,4/19/2019,south
1524,4/19/2019,east
1512,4/19/2019,west
1521,4/20/2019,north
1653,4/20/2019,south
1584,4/20/2019,east
1713,4/20/2019,west
1683,4/21/2019,north
1749,4/21/2019,south
1545,4/21/2019,east
1629,4/21/2019,west
1533,4/22/2019,north
1587,4/22/2019,south
1671,4/22/2019,east
1650,4/22/2019,west
1668,4/23/2019,north
1674,4/23/2019,south
1728,4/23/2019,east
1518,4/23/2019,west
1554,4/24/2019,north
1719,4/24/2019,south
1746,4/24/2019,east
1665,4/24/2019,west
1503,4/25/2019,north
1692,4/25/2019,south
1725,4/25/2019,east
1764,4/25/2019,west
1710,4/26/2019,north
1635,4/26/2019,south
1764,4/26/2019,east
1758,4/26/2019,west
1740,4/27/2019,north
1776,4/27/2019,south
1740,4/27/2019,east
1620,4/27/2019,west
1566,4/28/2019,north
1704,4/28/2019,south
1578,4/28/2019,east
1503,4/28/2019,west
1602,4/29/2019,north
1791,4/29/2019,south
1752,4/29/2019,east
1800,4/29/2019,west
1719,4/30/2019,north
1767,4/30/2019,south
1500,4/30/2019,east
1623,4/30/2019,west
1665,5/1/2019,north
1800,5/1/2019,south
1731,5/1/2019,east
1542,5/1/2019,west
1575,5/2/2019,north
1548,5/2/2019,south
1797,5/2/2019,east
1521,5/2/2019,west
1560,5/3/2019,north
1521,5/3/2019,south
1605,5/3/2019,east
1740,5/3/2019,west
1617,5/4/2019,north
1743,5/4/2019,south
1629,5/4/2019,east
1749,5/4/2019,west
1512,5/5/2019,north
1746,5/5/2019,south
1530,5/5/2019,east
1611,5/5/2019,west
1569,5/6/2019,north
1689,5/6/2019,south
1557,5/6/2019,east
1560,5/6/2019,west
1650,5/7/2019,north
1695,5/7/2019,south
1620,5/7/2019,east
1644,5/7/2019,west
1800,5/8/2019,north
1515,5/8/2019,south
1785,5/8/2019,east
1650,5/8/2019,west
1797,5/9/2019,north
1641,5/9/2019,south
1665,5/9/2019,east
1767,5/9/2019,west
1500,5/10/2019,north
1788,5/10/2019,south
1725,5/10/2019,east
1557,5/10/2019,west
1503,5/11/2019,north
1518,5/11/2019,south
1650,5/11/2019,east
1614,5/11/2019,west
1743,5/12/2019,north
1524,5/12/2019,south
1761,5/12/2019,east
1743,5/12/2019,west
1563,5/13/2019,north
1716,5/13/2019,south
1560,5/13/2019,east
1614,5/13/2019,west
1617,5/14/2019,north
1761,5/14/2019,south
1635,5/14/2019,east
1614,5/14/2019,west
1509,5/15/2019,north
1650,5/15/2019,south
1755,5/15/2019,east
1569,5/15/2019,west
1605,5/16/2019,north
1695,5/16/2019,south
1662,5/16/2019,east
1605,5/16/2019,west
1731,5/17/2019,north
1590,5/17/2019,south
1620,5/17/2019,east
1752,5/17/2019,west
1533,5/18/2019,north
1737,5/18/2019,south
1608,5/18/2019,east
1662,5/18/2019,west
1797,5/19/2019,north
1728,5/19/2019,south
1686,5/19/2019,east
1650,5/19/2019,west
1695,5/20/2019,north
1752,5/20/2019,south
1785,5/20/2019,east
1668,5/20/2019,west
1515,5/21/2019,north
1683,5/21/2019,south
1794,5/21/2019,east
1533,5/21/2019,west
1599,5/22/2019,north
1761,5/22/2019,south
1761,5/22/2019,east
1722,5/22/2019,west
1626,5/23/2019,north
1668,5/23/2019,south
1641,5/23/2019,east
1740,5/23/2019,west
1650,5/24/2019,north
1623,5/24/2019,south
1653,5/24/2019,east
1773,5/24/2019,west
1788,5/25/2019,north
1581,5/25/2019,south
1677,5/25/2019,east
1569,5/25/2019,west
1791,5/26/2019,north
1617,5/26/2019,south
1638,5/26/2019,east
1542,5/26/2019,west
1590,5/27/2019,north
1704,5/27/2019,south
1680,5/27/2019,east
1527,5/27/2019,west
1635,5/28/2019,north
1755,5/28/2019,south
1560,5/28/2019,east
1533,5/28/2019,west
1599,5/29/2019,north
1677,5/29/2019,south
1581,5/29/2019,east
1680,5/29/2019,west
1692,5/30/2019,north
1644,5/30/2019,south
1716,5/30/2019,east
1761,5/30/2019,west
1716,5/31/2019,north
1764,5/31/2019,south
1677,5/31/2019,east
1605,5/31/2019,west
1680,6/1/2019,north
1695,6/1/2019,south
1548,6/1/2019,east
1689,6/1/2019,west
1755,6/2/2019,north
1707,6/2/2019,south
1557,6/2/2019,east
1644,6/2/2019,west
1719,6/3/2019,north
1680,6/3/2019,south
1581,6/3/2019,east
1749,6/3/2019,west
1602,6/4/2019,north
1704,6/4/2019,south
1602,6/4/2019,east
1554,6/4/2019,west
1632,6/5/2019,north
1560,6/5/2019,south
1647,6/5/2019,east
1560,6/5/2019,west
1662,6/6/2019,north
1545,6/6/2019,south
1614,6/6/2019,east
1746,6/6/2019,west
1713,6/7/2019,north
1668,6/7/2019,south
1503,6/7/2019,east
1758,6/7/2019,west
1656,6/8/2019,north
1560,6/8/2019,south
1710,6/8/2019,east
1677,6/8/2019,west
1782,6/9/2019,north
1665,6/9/2019,south
1782,6/9/2019,east
1797,6/9/2019,west
1698,6/10/2019,north
1689,6/10/2019,south
1623,6/10/2019,east
1767,6/10/2019,west
1635,6/11/2019,north
1563,6/11/2019,south
1785,6/11/2019,east
1521,6/11/2019,west
1728,6/12/2019,north
1515,6/12/2019,south
1548,6/12/2019,east
1677,6/12/2019,west
1587,6/13/2019,north
1719,6/13/2019,south
1587,6/13/2019,east
1773,6/13/2019,west
1557,6/14/2019,north
1680,6/14/2019,south
1773,6/14/2019,east
1509,6/14/2019,west
1602,6/15/2019,north
1794,6/15/2019,south
1764,6/15/2019,east
1785,6/15/2019,west
1662,6/16/2019,north
1563,6/16/2019,south
1671,6/16/2019,east
1533,6/16/2019,west
1587,6/17/2019,north
1512,6/17/2019,south
1536,6/17/2019,east
1566,6/17/2019,west
1767,6/18/2019,north
1614,6/18/2019,south
1776,6/18/2019,east
1728,6/18/2019,west
1614,6/19/2019,north
1572,6/19/2019,south
1614,6/19/2019,east
1734,6/19/2019,west
1566,6/20/2019,north
1632,6/20/2019,south
1785,6/20/2019,east
1770,6/20/2019,west
1725,6/21/2019,north
1542,6/21/2019,south
1677,6/21/2019,east
1533,6/21/2019,west
1578,6/22/2019,north
1713,6/22/2019,south
1776,6/22/2019,east
1515,6/22/2019,west
1587,6/23/2019,north
1770,6/23/2019,south
1773,6/23/2019,east
1671,6/23/2019,west
1704,6/24/2019,north
1545,6/24/2019,south
1671,6/24/2019,east
1800,6/24/2019,west
1611,6/25/2019,north
1797,6/25/2019,south
1623,6/25/2019,east
1776,6/25/2019,west
1677,6/26/2019,north
1800,6/26/2019,south
1794,6/26/2019,east
1686,6/26/2019,west
1671,6/27/2019,north
1635,6/27/2019,south
1740,6/27/2019,east
1671,6/27/2019,west
1671,6/28/2019,north
1770,6/28/2019,south
1773,6/28/2019,east
1581,6/28/2019,west
1533,6/29/2019,north
1650,6/29/2019,south
1536,6/29/2019,east
1548,6/29/2019,west
1785,6/30/2019,north
1614,6/30/2019,south
1569,6/30/2019,east
1800,6/30/2019,west
1644,7/1/2019,north
1659,7/1/2019,south
1659,7/1/2019,east
1644,7/1/2019,west
1656,7/2/2019,north
1566,7/2/2019,south
1686,7/2/2019,east
1677,7/2/2019,west
1770,7/3/2019,north
1689,7/3/2019,south
1704,7/3/2019,east
1800,7/3/2019,west
1782,7/4/2019,north
1746,7/4/2019,south
1527,7/4/2019,east
1581,7/4/2019,west
1518,7/5/2019,north
1554,7/5/2019,south
1548,7/5/2019,east
1533,7/5/2019,west
1791,7/6/2019,north
1578,7/6/2019,south
1779,7/6/2019,east
1704,7/6/2019,west
1587,7/7/2019,north
1593,7/7/2019,south
1644,7/7/2019,east
1680,7/7/2019,west
1614,7/8/2019,north
1704,7/8/2019,south
1797,7/8/2019,east
1770,7/8/2019,west
1605,7/9/2019,north
1686,7/9/2019,south
1794,7/9/2019,east
1713,7/9/2019,west
1755,7/10/2019,north
1500,7/10/2019,south
1632,7/10/2019,east
1800,7/10/2019,west
1800,7/11/2019,north
1650,7/11/2019,south
1704,7/11/2019,east
1590,7/11/2019,west
1779,7/12/2019,north
1554,7/12/2019,south
1635,7/12/2019,east
1608,7/12/2019,west
1791,7/13/2019,north
1779,7/13/2019,south
1527,7/13/2019,east
1689,7/13/2019,west
1782,7/14/2019,north
1662,7/14/2019,south
1620,7/14/2019,east
1692,7/14/2019,west
1551,7/15/2019,north
1620,7/15/2019,south
1725,7/15/2019,east
1602,7/15/2019,west
1518,7/16/2019,north
1761,7/16/2019,south
1539,7/16/2019,east
1614,7/16/2019,west
1548,7/17/2019,north
1551,7/17/2019,south
1722,7/17/2019,east
1662,7/17/2019,west
1509,7/18/2019,north
1773,7/18/2019,south
1767,7/18/2019,east
1581,7/18/2019,west
1626,7/19/2019,north
1734,7/19/2019,south
1761,7/19/2019,east
1659,7/19/2019,west
1638,7/20/2019,north
1539,7/20/2019,south
1782,7/20/2019,east
1728,7/20/2019,west
1746,7/21/2019,north
1536,7/21/2019,south
1719,7/21/2019,east
1773,7/21/2019,west
1611,7/22/2019,north
1665,7/22/2019,south
1506,7/22/2019,east
1746,7/22/2019,west
1770,7/23/2019,north
1734,7/23/2019,south
1707,7/23/2019,east
1620,7/23/2019,west
1569,7/24/2019,north
1656,7/24/2019,south
1617,7/24/2019,east
1638,7/24/2019,west
1701,7/25/2019,north
1713,7/25/2019,south
1557,7/25/2019,east
1725,7/25/2019,west
1605,7/26/2019,north
1770,7/26/2019,south
1557,7/26/2019,east
1755,7/26/2019,west
1737,7/27/2019,north
1785,7/27/2019,south
1545,7/27/2019,east
1560,7/27/2019,west
1509,7/28/2019,north
1761,7/28/2019,south
1551,7/28/2019,east
1683,7/28/2019,west
1644,7/29/2019,north
1608,7/29/2019,south
1719,7/29/2019,east
1794,7/29/2019,west
1764,7/30/2019,north
1512,7/30/2019,south
1701,7/30/2019,east
1797,7/30/2019,west
1734,7/31/2019,north
1791,7/31/2019,south
1761,7/31/2019,east
1587,7/31/2019,west
1596,8/1/2019,north
1542,8/1/2019,south
1710,8/1/2019,east
1701,8/1/2019,west
1647,8/2/2019,north
1524,8/2/2019,south
1782,8/2/2019,east
1716,8/2/2019,west
1752,8/3/2019,north
1686,8/3/2019,south
1764,8/3/2019,east
1755,8/3/2019,west
1578,8/4/2019,north
1539,8/4/2019,south
1743,8/4/2019,east
1596,8/4/2019,west
1506,8/5/2019,north
1527,8/5/2019,south
1626,8/5/2019,east
1530,8/5/2019,west
1521,8/6/2019,north
1713,8/6/2019,south
1761,8/6/2019,east
1557,8/6/2019,west
1584,8/7/2019,north
1764,8/7/2019,south
1623,8/7/2019,east
1776,8/7/2019,west
1749,8/8/2019,north
1707,8/8/2019,south
1629,8/8/2019,east
1773,8/8/2019,west
1758,8/9/2019,north
1671,8/9/2019,south
1659,8/9/2019,east
1641,8/9/2019,west
1596,8/10/2019,north
1626,8/10/2019,south
1557,8/10/2019,east
1695,8/10/2019,west
1659,8/11/2019,north
1680,8/11/2019,south
1683,8/11/2019,east
1692,8/11/2019,west
1569,8/12/2019,north
1740,8/12/2019,south
1650,8/12/2019,east
1569,8/12/2019,west
1701,8/13/2019,north
1677,8/13/2019,south
1533,8/13/2019,east
1587,8/13/2019,west
1713,8/14/2019,north
1611,8/14/2019,south
1524,8/14/2019,east
1725,8/14/2019,west
1761,8/15/2019,north
1569,8/15/2019,south
1668,8/15/2019,east
1563,8/15/2019,west
1734,8/16/2019,north
1524,8/16/2019,south
1731,8/16/2019,east
1665,8/16/2019,west
1710,8/17/2019,north
1509,8/17/2019,south
1539,8/17/2019,east
1533,8/17/2019,west
1785,8/18/2019,north
1665,8/18/2019,south
1722,8/18/2019,east
1659,8/18/2019,west
1791,8/19/2019,north
1680,8/19/2019,south
1542,8/19/2019,east
1701,8/19/2019,west
1671,8/20/2019,north
1656,8/20/2019,south
1536,8/20/2019,east
1800,8/20/2019,west
1605,8/21/2019,north
1671,8/21/2019,south
1590,8/21/2019,east
1545,8/21/2019,west
1500,8/22/2019,north
1779,8/22/2019,south
1656,8/22/2019,east
1731,8/22/2019,west
1614,8/23/2019,north
1782,8/23/2019,south
1629,8/23/2019,east
1635,8/23/2019,west
1548,8/24/2019,north
1776,8/24/2019,south
1743,8/24/2019,east
1737,8/24/2019,west
1644,8/25/2019,north
1626,8/25/2019,south
1680,8/25/2019,east
1524,8/25/2019,west
1515,8/26/2019,north
1704,8/26/2019,south
1653,8/26/2019,east
1554,8/26/2019,west
1644,8/27/2019,north
1674,8/27/2019,south
1665,8/27/2019,east
1755,8/27/2019,west
1566,8/28/2019,north
1659,8/28/2019,south
1515,8/28/2019,east
1779,8/28/2019,west
1572,8/29/2019,north
1770,8/29/2019,south
1632,8/29/2019,east
1677,8/29/2019,west
1755,8/30/2019,north
1527,8/30/2019,south
1623,8/30/2019,east
1668,8/30/2019,west
1683,8/31/2019,north
1698,8/31/2019,south
1749,8/31/2019,east
1632,8/31/2019,west
1785,9/1/2019,north
1707,9/1/2019,south
1518,9/1/2019,east
1563,9/1/2019,west
1701,9/2/2019,north
1605,9/2/2019,south
1596,9/2/2019,east
1605,9/2/2019,west
1716,9/3/2019,north
1569,9/3/2019,south
1725,9/3/2019,east
1542,9/3/2019,west
1692,9/4/2019,north
1560,9/4/2019,south
1515,9/4/2019,east
1653,9/4/2019,west
1629,9/5/2019,north
1668,9/5/2019,south
1698,9/5/2019,east
1677,9/5/2019,west
1503,9/6/2019,north
1776,9/6/2019,south
1509,9/6/2019,east
1665,9/6/2019,west
1683,9/7/2019,north
1530,9/7/2019,south
1782,9/7/2019,east
1584,9/7/2019,west
1743,9/8/2019,north
1551,9/8/2019,south
1620,9/8/2019,east
1791,9/8/2019,west
1674,9/9/2019,north
1797,9/9/2019,south
1773,9/9/2019,east
1596,9/9/2019,west
1617,9/10/2019,north
1764,9/10/2019,south
1632,9/10/2019,east
1506,9/10/2019,west
1533,9/11/2019,north
1677,9/11/2019,south
